Transaction_ID,Guest_ID,Cabin_Number,Transaction_Date,Transaction_Time,Category,Description,Venue,Quantity,Unit_Price,Amount,Service_Charge,Total,Status,Reference_ID,Posted_By,Notes
TXN00003975,G100058,7928,2026-05-17,17:51:05,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00003976,G100058,7928,2026-06-13,08:20:10,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00003977,G100058,7928,2026-08-25,16:17:29,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00003978,G100058,7928,2026-08-27,08:45:44,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00003979,G100058,7928,2026-07-07,07:27:06,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00003980,G100058,7928,2026-08-29,16:12:53,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00003981,G100058,7928,2026-09-07,07:40:40,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00003982,G100058,7928,2026-04-20,13:08:37,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00003983,G100058,7928,2026-07-23,13:43:12,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00003984,G100058,7928,2026-06-24,21:09:31,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00003985,G100058,7928,2026-06-04,21:18:08,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00003986,G100058,7928,2026-06-07,08:33:54,Beverage,Premium Wine - Glass,Wine Bar,2,18,36,6.48,42.48,Pending,,System,
TXN00003987,G100058,7928,2026-06-11,06:27:04,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00003988,G100058,7928,2026-08-21,23:39:13,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00003989,G100058,7928,2026-06-02,07:26:44,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00003990,G100058,7928,2026-06-24,18:40:37,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00003991,G100058,7928,2026-06-17,17:30:33,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00003992,G100058,7928,2026-06-03,15:53:14,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00003993,G100052,5279,2026-08-20,21:50:40,Dining,Specialty Dining Cover,Le Bistro,1,49,49,8.82,57.82,Pending,,System,
TXN00003994,G100052,5279,2026-07-27,17:34:30,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00003995,G100052,5279,2026-07-02,09:14:07,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00003996,G100052,5279,2026-06-30,19:28:20,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00003997,G100052,5279,2026-06-20,19:07:11,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00003998,G100052,5279,2026-08-14,16:42:07,Spa,Mani-Pedi Combo,Serenity Spa,1,99,99,17.82,116.82,Pending,,System,
TXN00003999,G100052,5279,2026-07-15,18:45:08,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00004000,G100052,5279,2026-08-19,21:38:26,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004001,G100052,5279,2026-06-17,06:18:17,Beverage,Champagne - Glass,Champagne Bar,3,22,66,11.88,77.88,Pending,,System,
TXN00004002,G100052,5279,2026-08-25,12:56:54,Entertainment,Casino Credits,Casino,3,100,300,0,300,Pending,,System,
TXN00004003,G100052,5279,2026-07-31,07:35:49,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00004004,G100052,5279,2026-07-09,14:43:20,Beverage,Champagne - Glass,Champagne Bar,1,22,22,3.96,25.96,Pending,,System,
TXN00004005,G100052,5279,2026-08-01,18:51:28,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00004006,G100052,5279,2026-08-04,18:16:58,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00004007,G100052,5279,2026-05-01,14:31:46,Shopping,Sunscreen SPF 50,Sundries,2,14.99,29.98,0,29.98,Pending,,System,
TXN00004008,G100052,5279,2026-06-13,16:40:52,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004009,G100052,5279,2026-04-29,15:28:26,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00004010,G100052,5279,2026-06-13,11:34:13,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00004011,G100052,5279,2026-05-16,16:08:38,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00004012,G100052,5279,2026-09-03,06:46:01,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004013,G100052,5279,2026-07-24,08:49:45,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004014,G100052,5279,2026-07-12,17:49:49,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00004015,G100052,5279,2026-09-06,08:41:03,Shopping,Souvenir Magnet,Gift Shop,2,8.99,17.98,0,17.98,Pending,,System,
TXN00004016,G100052,5279,2026-08-28,12:23:34,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00004017,G100052,5279,2026-06-07,11:53:34,Entertainment,Casino Credits,Casino,1,50,50,0,50,Pending,,System,
TXN00004018,G100052,5279,2026-07-28,13:18:51,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004019,G100052,5279,2026-05-29,17:21:26,Beverage,Craft Beer,Sports Bar,2,9,18,3.24,21.24,Pending,,System,
TXN00004020,G100052,5279,2026-06-12,23:46:15,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00004021,G100052,5279,2026-04-21,07:54:01,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00004022,G100052,5279,2026-08-30,09:32:25,Shopping,Ship Model,Gift Shop,3,49.99,149.97,0,149.97,Pending,,System,
TXN00004023,G100052,5279,2026-08-20,07:10:18,Shopping,Souvenir Magnet,Gift Shop,2,8.99,17.98,0,17.98,Pending,,System,
TXN00004024,G100052,5279,2026-07-04,06:14:40,Shopping,Gold Pendant,Jewelry Store,2,189,378,0,378,Pending,,System,
TXN00004025,G100052,5279,2026-06-20,07:17:47,Dining,Specialty Dining Cover,Ocean Blue,2,59,118,21.24,139.24,Pending,,System,
TXN00004026,G100052,5279,2026-05-19,18:41:25,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00004027,G100052,5279,2026-05-21,14:55:05,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004028,G100052,5279,2026-05-07,08:32:46,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00004029,G100052,5279,2026-08-02,06:00:47,Excursion,Shore Excursion,Shore Excursions,2,89,178,0,178,Pending,,System,
TXN00004030,G100052,5279,2026-09-03,10:06:47,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00004031,G100052,5279,2026-09-15,18:12:53,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00004032,G100052,5279,2026-09-20,15:50:20,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00004033,G100052,5279,2026-08-04,22:47:01,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00004034,G100052,5279,2026-07-04,14:29:12,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00004035,G100052,5279,2026-05-13,14:41:36,Beverage,Premium Wine - Bottle,Wine Bar,3,65,195,35.1,230.1,Pending,,System,
TXN00004036,G100052,5279,2026-08-16,18:18:27,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00004037,G100052,5279,2026-05-11,13:26:35,Beverage,Espresso Martini,Atrium Bar,2,16,32,5.76,37.76,Pending,,System,
TXN00004038,G100052,5279,2026-06-28,21:18:58,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004039,G100052,5279,2026-09-01,22:15:24,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00004040,G100052,5279,2026-04-22,21:46:25,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00004041,G100143,4781,2026-09-04,09:28:14,Shopping,Perfume,Duty Free,3,79,237,0,237,Pending,,System,
TXN00004042,G100143,4781,2026-09-12,06:25:49,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004043,G100143,4781,2026-06-16,20:23:30,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00004044,G100143,4781,2026-09-09,09:41:19,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00004045,G100143,4781,2026-07-12,10:51:40,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00004046,G100143,4781,2026-05-09,09:35:10,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00004047,G100143,4781,2026-06-10,21:37:15,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00004048,G100143,4781,2026-05-09,10:25:39,Excursion,Shore Excursion,Shore Excursions,2,89,178,0,178,Pending,,System,
TXN00004049,G100143,4781,2026-08-17,22:46:53,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00004050,G100143,4781,2026-09-10,13:03:49,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00004051,G100143,4781,2026-08-22,14:26:19,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00004052,G100143,4781,2026-07-13,10:02:20,Beverage,Cocktail - Pina Colada,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00004053,G100143,4781,2026-09-09,19:55:00,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00004054,G100143,4781,2026-06-25,12:48:35,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00004055,G100143,4781,2026-08-21,23:31:20,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00004056,G100143,4781,2026-06-17,16:29:45,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00004057,G100143,4781,2026-08-19,22:35:54,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00004058,G100143,4781,2026-05-08,09:27:44,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00004059,G100143,4781,2026-05-07,18:08:48,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00004060,G100143,4781,2026-04-21,11:33:47,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004061,G100143,4781,2026-05-19,11:12:28,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00004062,G100143,4781,2026-05-17,07:56:27,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00004063,G100143,4781,2026-08-22,11:40:51,Entertainment,Photo Package,Photo Studio,1,149,149,0,149,Pending,,System,
TXN00004064,G100143,4781,2026-08-30,21:08:47,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00004065,G100143,4781,2026-09-05,19:25:00,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00004066,G100143,4781,2026-07-02,09:27:18,Beverage,Premium Wine - Glass,Wine Bar,2,18,36,6.48,42.48,Pending,,System,
TXN00004067,G100143,4781,2026-06-26,22:20:39,Excursion,Shore Excursion,Shore Excursions,3,89,267,0,267,Pending,,System,
TXN00004068,G100143,4781,2026-07-22,11:09:18,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00004069,G100143,4781,2026-08-29,12:51:39,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00004070,G100143,4781,2026-07-22,22:38:16,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00004071,G100143,4781,2026-08-16,20:13:59,Entertainment,Casino Credits,Casino,2,100,200,0,200,Pending,,System,
TXN00004072,G100143,4781,2026-07-11,10:10:33,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00004073,G100143,4781,2026-08-17,06:20:26,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004074,G100143,4781,2026-06-02,10:30:04,Beverage,Cocktail - Margarita,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00004075,G100143,4781,2026-04-19,15:44:12,Spa,Mani-Pedi Combo,Serenity Spa,1,99,99,17.82,116.82,Pending,,System,
TXN00004076,G100143,4781,2026-06-08,09:34:29,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00004077,G100143,4781,2026-07-11,09:03:39,Beverage,Cocktail - Pina Colada,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00004078,G100143,4781,2026-08-15,11:04:22,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00004079,G100143,4781,2026-09-08,13:22:40,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00004080,G100143,4781,2026-04-21,12:17:18,Communication,WiFi - Streaming Day,Guest Services,2,25,50,0,50,Pending,,System,
TXN00004081,G100143,4781,2026-08-05,15:23:39,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00004082,G100143,4781,2026-07-30,14:35:34,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00004083,G100143,4781,2026-06-08,08:37:09,Beverage,Cocktail - Pina Colada,Pool Bar,3,14,42,7.56,49.56,Pending,,System,
TXN00004084,G100143,4781,2026-05-14,12:17:11,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00004085,G100143,4781,2026-06-24,09:08:51,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004086,G100143,4781,2026-08-29,18:21:36,Excursion,Shore Excursion,Shore Excursions,2,89,178,0,178,Pending,,System,
TXN00004087,G100143,4781,2026-09-16,14:51:47,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00004088,G100143,4781,2026-09-22,21:13:10,Spa,Facial Treatment,Serenity Spa,2,199,398,71.64,469.64,Pending,,System,
TXN00004089,G100143,4781,2026-04-18,13:13:05,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004090,G100143,4781,2026-09-22,10:09:10,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00004091,G100143,4781,2026-08-17,06:20:04,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00004092,G100143,4781,2026-05-01,10:32:51,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00004093,G100143,4781,2026-08-08,19:42:30,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00004094,G100143,4781,2026-07-10,15:32:48,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00004095,G100143,4781,2026-05-18,13:35:25,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00004096,G100143,4781,2026-07-23,18:45:30,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00004097,G100143,4781,2026-07-17,15:53:33,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004098,G100143,4781,2026-07-08,22:05:56,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00004099,G100096,8789,2026-06-11,11:40:53,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00004100,G100096,8789,2026-06-28,10:53:27,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00004101,G100096,8789,2026-09-08,20:31:44,Excursion,Shore Excursion,Shore Excursions,2,89,178,0,178,Pending,,System,
TXN00004102,G100096,8789,2026-06-21,09:35:57,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Pending,,System,
TXN00004103,G100096,8789,2026-08-07,17:11:01,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00004104,G100096,8789,2026-07-20,20:49:42,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004105,G100096,8789,2026-07-15,19:13:39,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00004106,G100096,8789,2026-09-08,12:24:23,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00004107,G100096,8789,2026-06-02,06:12:28,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00004108,G100096,8789,2026-07-19,22:12:00,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00004109,G100096,8789,2026-09-15,15:21:06,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00004110,G100096,8789,2026-07-21,14:32:58,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00004111,G100096,8789,2026-04-21,14:02:41,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00004112,G100096,8789,2026-06-27,21:25:02,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00004113,G100096,8789,2026-06-21,14:40:03,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00004114,G100096,8789,2026-09-11,06:55:45,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00004115,G100096,8789,2026-08-16,20:31:11,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00004116,G100096,8789,2026-08-17,23:51:06,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00004117,G100096,8789,2026-04-27,17:01:39,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00004118,G100096,8789,2026-05-27,11:55:54,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00004119,G100096,8789,2026-05-21,08:26:53,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00004120,G100096,8789,2026-05-18,07:28:40,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00004121,G100096,8789,2026-05-03,16:06:54,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004122,G100096,8789,2026-09-04,14:54:12,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00004123,G100096,8789,2026-09-22,06:21:53,Beverage,Premium Wine - Glass,Wine Bar,3,18,54,9.72,63.72,Pending,,System,
TXN00004124,G100096,8789,2026-07-08,11:57:37,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00004125,G100096,8789,2026-07-20,22:00:42,Beverage,Premium Wine - Glass,Wine Bar,2,18,36,6.48,42.48,Pending,,System,
TXN00004126,G100096,8789,2026-07-30,19:53:42,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004127,G100096,8789,2026-05-03,08:12:52,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00004128,G100096,8789,2026-08-24,10:46:17,Beverage,Cocktail - Pina Colada,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00004129,G100096,8789,2026-05-09,11:28:02,Shopping,Designer Watch,Luxury Boutique,1,299,299,0,299,Pending,,System,
TXN00004130,G100096,8789,2026-06-27,12:44:32,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00004131,G100096,8789,2026-07-31,11:40:47,Communication,WiFi - Streaming Day,Guest Services,2,25,50,0,50,Pending,,System,
TXN00004132,G100096,8789,2026-04-18,15:17:35,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00004133,G100096,8789,2026-07-16,09:21:29,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00004134,G100096,8789,2026-09-10,08:36:59,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00004135,G100096,8789,2026-08-14,08:07:58,Shopping,Perfume,Duty Free,1,79,79,0,79,Pending,,System,
TXN00004136,G100096,8789,2026-05-11,11:46:05,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00004137,G100096,8789,2026-06-04,16:37:40,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00004138,G100096,8789,2026-04-23,11:50:00,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00004139,G100096,8789,2026-06-12,17:29:05,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00004140,G100096,8789,2026-06-20,15:53:43,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004141,G100096,8789,2026-06-05,10:19:03,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004142,G100096,8789,2026-07-24,15:11:17,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004143,G100096,8789,2026-05-23,16:26:14,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00004144,G100096,8789,2026-06-05,14:56:12,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00004145,G100096,8789,2026-06-02,15:16:44,Beverage,Cocktail - Pina Colada,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00004146,G100096,8789,2026-08-08,14:05:31,Beverage,Premium Wine - Bottle,Wine Bar,2,65,130,23.4,153.4,Pending,,System,
TXN00004147,G100096,8789,2026-07-17,17:22:49,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004148,G100096,8789,2026-08-29,20:53:40,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00004149,G100096,8789,2026-05-31,07:53:37,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00004150,G100096,8789,2026-07-25,10:34:36,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00004151,G100096,8789,2026-06-10,19:22:41,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004152,G100096,8789,2026-06-30,12:21:44,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00004153,G100096,8789,2026-08-24,23:53:47,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00004154,G100096,8789,2026-06-25,08:32:49,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00004155,G100096,8789,2026-06-10,14:13:29,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00004156,G100096,8789,2026-06-23,07:59:07,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00004157,G100096,8789,2026-08-28,11:30:08,Dining,Specialty Dining Cover,Le Bistro,1,49,49,8.82,57.82,Pending,,System,
TXN00004158,G100096,8789,2026-08-15,16:23:36,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00004159,G100096,8789,2026-07-23,07:20:44,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00004160,G100096,8789,2026-05-14,17:55:57,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00004161,G100096,8789,2026-04-20,11:26:30,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00004162,G100096,8789,2026-07-12,16:41:57,Spa,Deep Tissue Massage,Serenity Spa,3,189,567,102.06,669.06,Pending,,System,
TXN00004163,G100096,8789,2026-05-13,11:58:22,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00004164,G100096,8789,2026-07-05,11:29:34,Dining,Specialty Dining Cover,Teppanyaki,1,55,55,9.9,64.9,Pending,,System,
TXN00004165,G100096,8789,2026-06-04,06:28:51,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00004166,G100096,8789,2026-09-22,20:37:36,Shopping,Gold Pendant,Jewelry Store,2,189,378,0,378,Pending,,System,
TXN00004167,G100096,8789,2026-08-07,18:30:53,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00004168,G100096,8789,2026-06-19,14:46:23,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00004169,G100096,8789,2026-09-18,16:30:43,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00004170,G100096,8789,2026-07-29,15:02:59,Beverage,Champagne - Glass,Champagne Bar,1,22,22,3.96,25.96,Pending,,System,
TXN00004171,G100096,8789,2026-06-16,22:06:26,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00004172,G100096,8789,2026-08-05,14:36:25,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00004173,G100096,8789,2026-09-16,06:10:32,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00004174,G100096,8789,2026-05-30,15:56:38,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00004175,G100096,8789,2026-08-30,12:36:48,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
